"","gencodeID","Symbol","logFC","t","P.Value","adj.P.Val","B","ensemblID","Length","gene_type","EntrezID","AveExpr"
"ENSMUSG00000019590.16","ENSMUSG00000019590.16","Cyb561",-0.768133305081545,-4.51736106047841,0.00163643358870408,0.0205399732636228,-1.77236075476724,"ENSMUSG00000019590",3653,"protein_coding",13056,4.75184278793973
"ENSMUSG00000042284.9","ENSMUSG00000042284.9","Itga1",0.724039642425666,4.45548303418512,0.00178369807987079,0.0213475942505,-1.77253145191897,"ENSMUSG00000042284",5984,"protein_coding",109700,4.17579445979665
"ENSMUSG00000058914.12","ENSMUSG00000058914.12","C1qtnf3",1.67017009523678,3.99174695723725,0.00346322490638167,0.0308883422641593,-1.77255320708678,"ENSMUSG00000058914",2557,"protein_coding",81799,-0.191260098062345
"ENSMUSG00000013974.3","ENSMUSG00000013974.3","Mcemp1",2.13137488941394,3.8411636034791,0.00432432163978111,0.035087892442006,-1.77309413887813,"ENSMUSG00000013974",1494,"protein_coding",69189,-1.74046240018032
"ENSMUSG00000031880.7","ENSMUSG00000031880.7","Rrad",0.957480097191289,4.12218076225058,0.00286463430020721,0.0277614007366644,-1.77549599825108,"ENSMUSG00000031880",1577,"protein_coding",56437,1.31128661640096
"ENSMUSG00000073968.4","ENSMUSG00000073968.4","Trim68",0.602665136094265,4.31156100175271,0.00218425758268008,0.0239509911323045,-1.77640074019371,"ENSMUSG00000073968",3477,"protein_coding",101700,2.81256666787396
"ENSMUSG00000035413.8","ENSMUSG00000035413.8","Tmem98",0.735862620386524,4.33416871121128,0.00211541880053459,0.023567118669173,-1.77645964711028,"ENSMUSG00000035413",1633,"protein_coding",103743,3.02553316535137
"ENSMUSG00000030763.7","ENSMUSG00000030763.7","Lcmt1",-0.578771677737551,-4.57730310214655,0.00150618550484637,0.0196011009243332,-1.77719458457076,"ENSMUSG00000030763",3244,"protein_coding",30949,5.41257098375366
"ENSMUSG00000036052.14","ENSMUSG00000036052.14","Dnajb5",-0.487161832088053,-4.591638052366,0.00147672038693407,0.0194419801915139,-1.77831845628114,"ENSMUSG00000036052",5936,"protein_coding",56323,5.61395973178441
"ENSMUSG00000042262.4","ENSMUSG00000042262.4","Ccr8",3.09873701952055,3.80984640302059,0.00453049306878154,0.0360399022644754,-1.77909364412863,"ENSMUSG00000042262",1156,"protein_coding",12776,-2.17922444336851
"ENSMUSG00000096768.7","ENSMUSG00000096768.7","Gm47283",-1.89311692927569,-4.10876303128186,0.00292077568584992,0.0281499969121969,-1.78111578416054,"ENSMUSG00000096768",1124,"protein_coding",170942,1.87629253891155
"ENSMUSG00000007653.12","ENSMUSG00000007653.12","Gabrb2",-1.09217924671781,-4.67236736384965,0.00132197004770731,0.0183188378865729,-1.78465046869596,"ENSMUSG00000007653",6360,"protein_coding",14401,7.15571954311146
"ENSMUSG00000051675.13","ENSMUSG00000051675.13","Trim32",-0.619460345968037,-4.65525122618832,0.00135325668341,0.0185485442977812,-1.7851003617215,"ENSMUSG00000051675",3229,"protein_coding",69807,6.69069958729167
"ENSMUSG00000058756.13","ENSMUSG00000058756.13","Thra",-0.620340088305832,-4.70623198654898,0.00126234335369495,0.0178073867375014,-1.78549827571474,"ENSMUSG00000058756",4614,"protein_coding",21833,8.30121095682365
"ENSMUSG00000060224.3","ENSMUSG00000060224.3","Pyroxd2",1.16999475599699,4.20797314328825,0.00253186364763578,0.0260048527728766,-1.78694817835014,"ENSMUSG00000060224",3119,"protein_coding",74580,1.97349338565672
"ENSMUSG00000079487.11","ENSMUSG00000079487.11","Med12",0.557469367030412,4.55538291032268,0.00155247307721643,0.019987490433922,-1.78777410326369,"ENSMUSG00000079487",7704,"protein_coding",59024,5.37935747573859
"ENSMUSG00000055407.14","ENSMUSG00000055407.14","Map6",-0.534393768478418,-4.6589224058754,0.0013464794774473,0.0184959014594038,-1.78844857127588,"ENSMUSG00000055407",9152,"protein_coding",17760,6.78217585890966
"ENSMUSG00000026018.12","ENSMUSG00000026018.12","Ica1l",-0.697276280223227,-4.54039360178754,0.00158500563202663,0.0202014280712081,-1.78868706951736,"ENSMUSG00000026018",5356,"protein_coding",70375,5.12938659264247
"ENSMUSG00000102420.1","ENSMUSG00000102420.1","Gm37464",0.956385527249518,4.03648048594089,0.00324413131759726,0.0297588110988734,-1.79262162757343,"ENSMUSG00000102420",2220,"TEC",NA,0.538638872137739
"ENSMUSG00000063358.15","ENSMUSG00000063358.15","Mapk1",-0.647822897117894,-4.70441016366955,0.00126547614636043,0.0178409538848493,-1.79332207876672,"ENSMUSG00000063358",7110,"protein_coding",26413,8.57901927037467
"ENSMUSG00000031990.14","ENSMUSG00000031990.14","Jam3",0.603963351812494,4.55798149539823,0.00154690662893098,0.0199450925691806,-1.794388652824,"ENSMUSG00000031990",2539,"protein_coding",83964,5.49965147351769
"ENSMUSG00000027257.13","ENSMUSG00000027257.13","Pacsin3",0.583346818547715,4.45563715171551,0.00178331406273811,0.0213475942505,-1.79478047615264,"ENSMUSG00000027257",4327,"protein_coding",80708,4.29505988096956
"ENSMUSG00000001014.5","ENSMUSG00000001014.5","Icam4",-1.94294470955353,-3.77888653520996,0.00474459584036685,0.0368565931384352,-1.79876282509189,"ENSMUSG00000001014",907,"protein_coding",78369,-2.3991138965521
"ENSMUSG00000086109.2","ENSMUSG00000086109.2","Gm13391",2.29623817383409,3.82284347967574,0.00444368955386411,0.0356383514539406,-1.79910790070826,"ENSMUSG00000086109",1143,"lincRNA",NA,-1.50306127651392
"ENSMUSG00000032198.8","ENSMUSG00000032198.8","Dock6",0.524898420909747,4.40838831939072,0.00190531440464069,0.0222302323516822,-1.80294992622884,"ENSMUSG00000032198",6556,"protein_coding",319899,3.85118885353419
"ENSMUSG00000049123.10","ENSMUSG00000049123.10","Catsperg2",-1.17245415227855,-3.90071308007231,0.00395928867870686,0.0332437123326526,-1.80354397767774,"ENSMUSG00000049123",7030,"protein_coding",76718,-0.484560081909278
"ENSMUSG00000025534.17","ENSMUSG00000025534.17","Gusb",0.704519571501423,4.44687878107365,0.00180527908987219,0.0215297257017234,-1.8043429786482,"ENSMUSG00000025534",4548,"protein_coding",110006,4.29866080872821
"ENSMUSG00000024672.11","ENSMUSG00000024672.11","Ms4a7",2.58127048183322,3.93254847348753,0.00377771348149278,0.0324735952662486,-1.80647369575269,"ENSMUSG00000024672",4453,"protein_coding",109225,0.299770067078465
"ENSMUSG00000036181.2","ENSMUSG00000036181.2","Hist1h1c",0.748376034668654,4.52002897795246,0.00163038563821125,0.0204895623222971,-1.80983563856557,"ENSMUSG00000036181",1560,"protein_coding",50708,5.11502977300188
"ENSMUSG00000030282.14","ENSMUSG00000030282.14","Cmas",-0.51761192919763,-4.58515648105509,0.00148996545926706,0.0195331600001163,-1.81037582244767,"ENSMUSG00000030282",4713,"protein_coding",12764,5.86266963693399
"ENSMUSG00000030605.15","ENSMUSG00000030605.15","Mfge8",-0.477799889187409,-4.65381130146654,0.00135592490001727,0.0185743674129029,-1.81138782263433,"ENSMUSG00000030605",4694,"protein_coding",17304,6.98892330870332
"ENSMUSG00000075590.2","ENSMUSG00000075590.2","Nrbp2",0.705531196170459,4.62530886744416,0.00140992486540674,0.0189737584657424,-1.81273836295374,"ENSMUSG00000075590",2495,"protein_coding",223649,6.62812431156854
"ENSMUSG00000056602.11","ENSMUSG00000056602.11","Fry",-0.55685834015226,-4.67497726088579,0.00131726834418945,0.0182773876579538,-1.81292471598271,"ENSMUSG00000056602",29729,"protein_coding",320365,7.69800972006516
"ENSMUSG00000029217.16","ENSMUSG00000029217.16","Tec",0.838079272572723,4.33265392523625,0.0021199576898275,0.0235954877272389,-1.8133791442873,"ENSMUSG00000029217",3744,"protein_coding",21682,3.23266089599253
"ENSMUSG00000020436.17","ENSMUSG00000020436.17","Gabrg2",-0.882286546528119,-4.64790352938385,0.00136693167367436,0.0185960808104407,-1.81547091346639,"ENSMUSG00000020436",5916,"protein_coding",14406,7.03968331551148
"ENSMUSG00000005338.13","ENSMUSG00000005338.13","Cadm3",-0.544297782784188,-4.6676417066634,0.0013305293879504,0.0183963566663643,-1.81656226849181,"ENSMUSG00000005338",7248,"protein_coding",94332,7.54103516996645
"ENSMUSG00000088818.1","ENSMUSG00000088818.1","Gm22389",-3.20636870804521,-3.75025133950615,0.00495219059540799,0.0377974042888323,-1.81711215255319,"ENSMUSG00000088818",301,"misc_RNA",NA,-3.26315702476468
"ENSMUSG00000027763.13","ENSMUSG00000027763.13","Mbnl1",0.339739329346315,4.6720317252194,0.00132257600954358,0.0183188378865729,-1.81765273155383,"ENSMUSG00000027763",18717,"protein_coding",56758,7.75166780441857
"ENSMUSG00000033569.17","ENSMUSG00000033569.17","Adgrb3",-0.390964128001964,-4.67822616367795,0.00131144066082196,0.0182319094563425,-1.81803743194089,"ENSMUSG00000033569",18559,"protein_coding",210933,7.98700656531153
"ENSMUSG00000029070.9","ENSMUSG00000029070.9","Mxra8",0.974713242768546,4.35116933847554,0.00206518740879522,0.0232480816432104,-1.81833331893794,"ENSMUSG00000029070",2918,"protein_coding",74761,3.48894070765631
"ENSMUSG00000026494.12","ENSMUSG00000026494.12","Kif26b",-0.554866935538043,-4.4986803034508,0.00167946357696186,0.0207800117206286,-1.82145219860157,"ENSMUSG00000026494",14696,"protein_coding",269152,4.91136643525554
"ENSMUSG00000040170.13","ENSMUSG00000040170.13","Fmo2",0.934769124013667,4.21192295657723,0.00251757484638581,0.0259245392032849,-1.82319834243085,"ENSMUSG00000040170",5609,"protein_coding",55990,2.31368743794969
"ENSMUSG00000062184.11","ENSMUSG00000062184.11","Hs6st2",-0.656812898223268,-4.61145445135383,0.00143700628803122,0.0191318122158626,-1.82387839553458,"ENSMUSG00000062184",7807,"protein_coding",50786,6.37232035729315
"ENSMUSG00000041329.13","ENSMUSG00000041329.13","Atp1b2",0.479848754974488,4.58091158457289,0.00149870920153702,0.0195657327745246,-1.82556462891558,"ENSMUSG00000041329",4085,"protein_coding",11932,6.01815149325271
"ENSMUSG00000096592.1","ENSMUSG00000096592.1","Gm15801",2.04763420415063,4.00663781086047,0.00338859116434825,0.0305219883506961,-1.82653952305129,"ENSMUSG00000096592",522,"processed_pseudogene",NA,1.29489237752133
"ENSMUSG00000020023.17","ENSMUSG00000020023.17","Tmcc3",0.794894743097054,4.57940991997621,0.00150181558725293,0.0195657327745246,-1.82687437062685,"ENSMUSG00000020023",7153,"protein_coding",319880,6.06724068013717
"ENSMUSG00000105906.1","ENSMUSG00000105906.1","Iglc1",2.90227265265236,3.87309095497772,0.00412436041837913,0.0341318925609049,-1.82875334979833,"ENSMUSG00000105906",454,"IG_C_gene",NA,-0.347529099880046
"ENSMUSG00000110575.1","ENSMUSG00000110575.1","6330537M06Rik",1.58480058552685,3.79082556128116,0.00466078659023602,0.0366138409252869,-1.82882131277923,"ENSMUSG00000110575",1642,"TEC",NA,-1.84487249075917
"ENSMUSG00000076922.1","ENSMUSG00000076922.1","Traj6",2.53339721860441,3.74930465311779,0.004959216042439,0.03780534372563,-1.82960132332338,"ENSMUSG00000076922",62,"TR_J_gene",NA,-2.84935296775849
"ENSMUSG00000037062.13","ENSMUSG00000037062.13","Sh3glb1",0.56162576393997,4.63341512689911,0.00139433490093953,0.0188497843200643,-1.83113003254574,"ENSMUSG00000037062",7467,"protein_coding",54673,6.92726517584898
"ENSMUSG00000098934.1","ENSMUSG00000098934.1","Gm18853",5.77895463480951,3.78067411908204,0.00473194631799152,0.0368311687501778,-1.83252714656913,"ENSMUSG00000098934",3596,"unprocessed_pseudogene",NA,-1.37019494807326
"ENSMUSG00000001166.17","ENSMUSG00000001166.17","Oas1c",0.885463088421352,4.01233482423149,0.00336049258269712,0.0303755738930846,-1.83363113961429,"ENSMUSG00000001166",2405,"protein_coding",114643,0.594155633740134
"ENSMUSG00000085246.1","ENSMUSG00000085246.1","Gm15893",1.38727458334008,3.77430946036106,0.00477714846812051,0.0369936745796168,-1.83453028361783,"ENSMUSG00000085246",1559,"antisense",NA,-2.30310780277226
"ENSMUSG00000022562.14","ENSMUSG00000022562.14","Oplah",0.803703847289437,4.49507078645818,0.00168791734461678,0.0208546282249601,-1.83553500533274,"ENSMUSG00000022562",5841,"protein_coding",75475,5.08679185433325
"ENSMUSG00000024425.3","ENSMUSG00000024425.3","Ndfip1",-0.508813939342411,-4.64937960951679,0.00136417259027494,0.0185869835788867,-1.83657787183752,"ENSMUSG00000024425",930,"protein_coding",65113,7.4002087153063
"ENSMUSG00000001227.11","ENSMUSG00000001227.11","Sema6b",-0.483549128560498,-4.59576087450042,0.00146836144401671,0.019389452982236,-1.83679742178084,"ENSMUSG00000001227",3977,"protein_coding",20359,6.22291907598393
"ENSMUSG00000094087.1","ENSMUSG00000094087.1","Ighv1-61",3.42024382496988,3.78642523100337,0.00469149169577439,0.036694025689465,-1.83746575207734,"ENSMUSG00000094087",351,"IG_V_gene",NA,-1.55229845535332
"ENSMUSG00000022425.15","ENSMUSG00000022425.15","Enpp2",0.965610282322657,4.66647049916433,0.00133265996461801,0.0183963566663643,-1.83907762048351,"ENSMUSG00000022425",3473,"protein_coding",18606,8.25539923509521
"ENSMUSG00000033088.18","ENSMUSG00000033088.18","Triobp",0.779992809361648,4.332143111961,0.00212149064025979,0.0236014588137872,-1.83916706602377,"ENSMUSG00000033088",10681,"protein_coding",110253,3.39055103233113
"ENSMUSG00000026421.14","ENSMUSG00000026421.14","Csrp1",0.844017458120131,4.6610512555943,0.00134256627064345,0.0184939089868179,-1.83922846556749,"ENSMUSG00000026421",1956,"protein_coding",13007,7.91842872939935
"ENSMUSG00000033059.7","ENSMUSG00000033059.7","Pygb",0.586115312499218,4.66637550418347,0.00133283293390252,0.0183963566663643,-1.83980121952834,"ENSMUSG00000033059",4809,"protein_coding",110078,8.16562818887653
"ENSMUSG00000037259.15","ENSMUSG00000037259.15","Dzank1",-0.792320709048074,-4.65241959008863,0.00135850916718012,0.018577534425324,-1.84040995596254,"ENSMUSG00000037259",8262,"protein_coding",241688,7.67243547633811
"ENSMUSG00000105871.1","ENSMUSG00000105871.1","Gm43147",2.01494721942135,3.72860682768926,0.00511548587501483,0.0384771526198982,-1.84139859817343,"ENSMUSG00000105871",542,"TEC",NA,-3.16190339272019
"ENSMUSG00000069939.8","ENSMUSG00000069939.8","Gm12070",3.03064737103831,4.0580365962809,0.00314387780371554,0.0291656932265062,-1.84159291244184,"ENSMUSG00000069939",1002,"processed_pseudogene",NA,0.386642442863822
"ENSMUSG00000025318.13","ENSMUSG00000025318.13","Jph3",-0.758535219850383,-4.61415326004027,0.0014316872480279,0.0190890289002715,-1.84237950746227,"ENSMUSG00000025318",4457,"protein_coding",57340,6.5948168046317
"ENSMUSG00000038543.13","ENSMUSG00000038543.13","BC028528",1.02802393724549,4.0661630494602,0.00310694587656984,0.0290793145038002,-1.84254098977891,"ENSMUSG00000038543",1402,"protein_coding",229600,1.33327363733263
"ENSMUSG00000038583.12","ENSMUSG00000038583.12","Pln",1.03743923611757,4.13770256546433,0.00280112437535372,0.0274718968241212,-1.84451440492285,"ENSMUSG00000038583",2480,"protein_coding",18821,1.38250525070721
"ENSMUSG00000003526.11","ENSMUSG00000003526.11","Prodh",0.704415914114274,4.48449066796231,0.00171296158849228,0.0209410684117724,-1.8447957701665,"ENSMUSG00000003526",3461,"protein_coding",19125,4.99209273397116
"ENSMUSG00000003346.14","ENSMUSG00000003346.14","Abhd17a",-0.424953219210468,-4.53557776961925,0.00159561300030683,0.0202665629745918,-1.84538017294746,"ENSMUSG00000003346",1547,"protein_coding",216169,5.46201815597797
"ENSMUSG00000003379.7","ENSMUSG00000003379.7","Cd79a",2.21267720198919,3.85627517348923,0.00422842332266527,0.0346006956148218,-1.84627914205713,"ENSMUSG00000003379",1457,"protein_coding",12518,-0.746963844381158
"ENSMUSG00000005611.15","ENSMUSG00000005611.15","Mrvi1",0.714362163172024,4.2467129018005,0.0023953853978696,0.0251483613247081,-1.8469972906649,"ENSMUSG00000005611",6827,"protein_coding",17540,2.24608993132415
"ENSMUSG00000008153.11","ENSMUSG00000008153.11","Clstn3",-0.691817468774035,-4.65859996461653,0.00134707325385145,0.0184959014594038,-1.84837967712129,"ENSMUSG00000008153",4968,"protein_coding",232370,8.11501558902708
"ENSMUSG00000025026.14","ENSMUSG00000025026.14","Add3",0.652900779440472,4.65002273387072,0.00136297234301343,0.0185869835788867,-1.84952792908902,"ENSMUSG00000025026",4938,"protein_coding",27360,7.69195107871078
"ENSMUSG00000039059.11","ENSMUSG00000039059.11","Hrh3",-1.00132782047924,-4.4583857444643,0.00177648025567483,0.0213042708129916,-1.85020641188467,"ENSMUSG00000039059",3146,"protein_coding",99296,4.71347743537741
"ENSMUSG00000033327.16","ENSMUSG00000033327.16","Tnxb",0.676307961495174,4.3547382695344,0.00205480580408791,0.0231973667634995,-1.85075802429908,"ENSMUSG00000033327",12209,"protein_coding",81877,3.61082119990925
"ENSMUSG00000038312.10","ENSMUSG00000038312.10","Edem2",0.563061413756694,4.42900598699238,0.00185100946779834,0.0218772758576099,-1.85136591913455,"ENSMUSG00000038312",3463,"protein_coding",108687,4.41700840149816
"ENSMUSG00000032349.13","ENSMUSG00000032349.13","Elovl5",0.574108798886805,4.61251514562403,0.00143491324669472,0.0191146908031297,-1.85222946632315,"ENSMUSG00000032349",3522,"protein_coding",68801,6.75526292505466
"ENSMUSG00000031105.16","ENSMUSG00000031105.16","Slc25a14",-0.527367650647254,-4.47193677499477,0.00174319750308016,0.0211189937905134,-1.85276020364875,"ENSMUSG00000031105",2364,"protein_coding",20523,4.82067117819866
"ENSMUSG00000057715.13","ENSMUSG00000057715.13","A830018L16Rik",-1.25563750613434,-4.54724033270827,0.00157005545823365,0.0201164164974917,-1.85351354188952,"ENSMUSG00000057715",9183,"protein_coding",320492,5.80361783449761
"ENSMUSG00000005640.11","ENSMUSG00000005640.11","Insrr",1.05249038886133,4.00343225058836,0.00340451153805809,0.030595374514565,-1.85361598331593,"ENSMUSG00000005640",5714,"protein_coding",23920,0.377478753945553
"ENSMUSG00000039774.12","ENSMUSG00000039774.12","Galnt12",0.777277564992136,4.05787092720066,0.0031446355688233,0.0291656932265062,-1.85408151746654,"ENSMUSG00000039774",2288,"protein_coding",230145,1.2619395311919
"ENSMUSG00000048307.7","ENSMUSG00000048307.7","Ankrd46",-0.442716665191414,-4.60229609833971,0.00145521566001619,0.0192875114199683,-1.85460336397727,"ENSMUSG00000048307",2480,"protein_coding",68839,6.54965365611467
"ENSMUSG00000108621.1","ENSMUSG00000108621.1","Gm37494",0.623605357572195,4.53470492418506,0.00159754369868361,0.0202665629745918,-1.85572757705792,"ENSMUSG00000108621",16543,"lincRNA",102637087,5.70309651395188
"ENSMUSG00000061540.3","ENSMUSG00000061540.3","Orm2",1.78583763658545,3.72657971429693,0.00513106878894427,0.0385440419493007,-1.85576559883617,"ENSMUSG00000061540",775,"protein_coding",18406,-2.8354740537099
"ENSMUSG00000022106.14","ENSMUSG00000022106.14","Rcbtb2",0.513053934763222,4.51083272105268,0.00165133484403288,0.0206129274282751,-1.85712784658957,"ENSMUSG00000022106",9489,"protein_coding",105670,5.35037297087699
"ENSMUSG00000027636.11","ENSMUSG00000027636.11","Sla2",1.31123035058501,3.92631603553015,0.00381255034445123,0.0325171965820409,-1.85763554650937,"ENSMUSG00000027636",3099,"protein_coding",77799,0.0801933772569031
"ENSMUSG00000033107.5","ENSMUSG00000033107.5","Rnf125",1.03526316094481,4.02210555726337,0.0033128786125334,0.0301211247362202,-1.85782159948858,"ENSMUSG00000033107",1334,"protein_coding",67664,1.04637290642713
"ENSMUSG00000049670.8","ENSMUSG00000049670.8","Morn4",-0.540279615783291,-4.46177333488389,0.00176809641942232,0.0212361645329413,-1.86005105562402,"ENSMUSG00000049670",1816,"protein_coding",226123,4.76704187331751
